Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,2899.060601,3178.475332,3386.665981,3549.652676,3820.545017,3967.026809,4225.850637,4385.994541,4676.827165,4829.241889,4879.149773,4991.764173,4881.138793,5016.088237,5354.799195,5304.126097,5677.051175,6126.849496,6661.465047,7109.978253,7182.400203,7288.497948,7054.875977,7240.679119,7498.917522,7724.042411,8223.04145,7408.091301,7833.195013,8561.587011
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,26891.44645,27011.37746,29569.66036,27597.97523,29995.57962,35351.36546,35650.71409,32835.93994,33368.14242,33440.79481,30743.54768,30751.65435,33228.69354,40458.7774,46511.59833,48799.8256,52026.99951,58487.05497,64322.0635,58163.27688,58041.39844,61753.64713,58507.50805,61191.1937,62548.98473,53254.85637,54663.99837,57610.09818,61591.92887,59592.98069
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,992.2389642,1349.815273,1562.522047,1726.625479,1896.017157,2114.0906,2276.707061,2456.109618,2616.74741,2631.748551,2845.839167,2953.24112,3085.525528,2399.498091,2468.437673,3903.816238,4080.050027,4676.074963,5053.324577,5002.148442,5509.566837,5859.379217,6049.471741,6171.29557,6533.66686,6838.936594,7191.076572,7513.491343,7947.158207,8173.338007
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2431.553531,1749.28372,1794.621453,1825.875644,1522.825246,1466.545511,1619.533389,1634.46741,1610.301826,1602.864313,1780.375874,1754.582838,1794.811114,2117.047545,2624.795232,3131.328532,3500.135413,3971.803488,4946.564017,3898.4797,4495.920448,5473.28055,5610.730894,5519.777576,5516.230604,4197.421361,3967.199451,4134.93672,4171.795011,4022.150184
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,416.7695401,445.1801595,491.8853325,532.6090443,632.4064381,770.3012719,873.7306918,893.5769498,804.4432469,875.8366532,954.6574188,1007.259432,1104.741073,1238.72314,1425.597933,1637.976599,1956.726366,2454.314975,3080.630172,3316.798937,4006.365501,4860.871207,5376.041081,5882.272406,6291.464864,6501.868829,6591.282343,7149.207647,7944.551234,8169.167837
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,911.3206692,941.56776,1013.196783,1090.210506,1123.662704,1129.438677,1206.552863,1264.183489,1222.514292,1268.948862,1354.979261,1318.618251,1259.719449,1378.310685,1577.921557,1809.900064,2036.195976,2370.956967,2632.78124,2502.895065,2988.448105,3248.912173,3346.10889,3344.655796,3411.096711,3199.519646,3257.901212,3472.697624,3467.178198,3489.17025
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,2605.908501,2899.94082,3126.502029,3451.761622,3861.097662,4331.683037,4124.721358,3898.128621,3449.913209,3814.884227,4089.051612,3769.108645,3796.53917,4141.300957,4609.603548,4881.346562,5134.817402,5695.521603,6518.964857,6661.465565,7721.630865,8890.703999,9435.961663,9468.439894,9694.448785,9586.901027,9854.946329,10452.71904,11310.49888,11482.53168
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,2467.884248,2387.650603,2180.614886,2135.478631,1829.902706,1956.323825,1973.026149,2056.22048,1903.760398,1597.065566,1788.427329,1766.92005,2024.53053,2552.668009,3380.684154,4272.277834,5231.175305,6713.529771,8288.232168,6465.365498,7789.004312,9625.51745,10208.46535,10750.45007,9890.461057,7458.335046,7044.336289,7864.645065,7994.780168,8129.886017
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,10522.88867,10800.63664,11533.04947,10557.28053,11010.56377,12692.54484,12929.22751,12240.0215,12540.5341,12389.21813,11666.83285,11768.70985,12865.11955,15599.86556,18128.20228,19225.53429,20749.85046,24158.44145,26480.38994,23197.25905,23640.56194,26148.38101,25090.21598,26086.27231,26316.59931,22556.57364,22379.64835,23643.40045,25243.79473,24870.26199
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,1458.326872,1589.752174,1657.85872,1701.159459,2001.178159,2113.263652,2142.328641,2349.218685,2293.655828,1582.758607,1451.530885,1904.81367,2184.209244,2438.343684,2703.565671,3014.310009,3340.840903,3579.032244,4260.433184,4240.702593,4640.246344,5202.656459,5678.455721,6050.354611,6374.631486,6130.586676,6079.088736,6246.404252,6321.349401,6233.258167
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,751.1874902,637.8975973,697.7260405,758.8296192,826.7189671,937.5431501,1031.488078,1170.804798,1239.353562,1297.57469,1398.859831,1327.096518,1144.532398,1056.937209,1016.253884,1133.105461,1332.33941,1586.472921,1941.899973,2212.218148,2509.772034,2645.622535,3059.135428,3088.890834,3196.861381,3370.382447,3331.612461,2315.896627,2407.086543,2869.576588
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,18903.28296,19551.2827,21471.19469,19566.83957,20594.63618,23693.83364,23912.09326,21809.20806,22380.01143,22219.26755,20215.55369,20450.57671,22213.00242,27193.00196,31004.9761,31947.66797,33794.82226,38715.44386,42353.18619,38578.92139,37605.03661,40656.44142,37594.92275,39119.97733,39913.12512,34388.81001,35164.06706,37157.11326,40045.56602,39182.54834
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,248.3413094,236.1301243,260.3125149,267.9446811,306.3222582,299.5731251,320.9666094,292.3522384,295.196924,305.601464,286.2975958,327.9757982,401.3745252,387.898961,420.5287398,450.4097137,459.1784027,602.0632238,504.9724602,643.7900423,,,,,,,,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,13804.87679,14811.90282,16112.18892,13339.90856,13415.287,15471.96272,16109.0844,14730.79718,15394.35146,15720.6405,14749.68742,15369.00116,17106.68658,21510.83625,24907.00085,26429.15094,28389.07858,32591.35031,35510.72223,32169.50285,30532.48051,31677.90031,28322.94659,29077.18206,29513.65118,25754.36103,26537.15949,28185.32137,30379.72111,29581.51855
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,3134.389753,3380.926302,3682.952301,4093.392477,4140.936602,4070.609024,4505.858332,5341.628947,7203.523038,8914.103557,10412.64431,12639.40007,16744.58445,18204.96648,14711.73527,14663.04461,17487.80478,17403.20533,19056.00192,20261.06673,17402.03761,18295.34293,20437.76538,23165.84948,23424.48471
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,254.2952546,269.6147631,201.7435026,164.1650535,124.5581496,133.3411006,144.0316487,140.2698555,123.8305223,118.3331279,122.9622935,119.2618573,110.4608747,117.8601647,134.5424863,160.0767918,191.7512925,240.347972,320.8610897,373.8939587,335.4384953,348.0013483,458.5509208,490.791804,557.5341484,630.3126821,705.616305,755.7517677,758.2990596,840.4494515
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,15461.04894,15971.64723,17509.95068,15932.82028,16835.20271,19463.76658,19749.52839,18088.26843,18615.41089,18482.28841,16947.59566,17199.11868,18760.98155,22967.48785,26307.60992,27343.5635,29092.70153,33590.3808,37049.56348,33483.37862,32969.75465,35768.28989,33170.5131,34564.11568,35278.80769,30484.52789,31175.15052,33089.22846,35751.21997,35079.46915
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,1141.781115,772.3361397,686.9203916,628.0066166,588.2734603,659.9581314,667.0858248,739.8844106,716.605291,755.0801689,858.5150261,835.8468257,802.3945005,820.3908323,1010.616254,1240.481164,1499.824688,1784.929062,2207.571757,1990.665878,2298.21375,2109.703427,2307.068559,2337.388722,2423.732741,1891.182273,1744.358329,1805.537597,1858.132956,1884.581577
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,28364.64508,25484.73929,22319.05946,17608.81239,20301.33309,26271.59981,25783.45049,24691.87281,26009.26949,26186.19001,24345.91482,24967.79252,26997.75299,32927.68029,37772.17811,39054.85044,41222.602,48476.39273,53772.79424,47481.48454,46505.30318,51148.93164,47708.06128,49892.22336,50327.24029,42801.90812,43814.02651,46412.13648,49987.62616,48629.85823
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,1713.189885,1763.235775,1947.492324,2073.085231,2308.746006,2487.040289,2672.43577,2597.884268,2031.042392,2351.752279,2015.881172,1964.132793,2157.076596,2680.225507,3124.607389,3406.568258,3483.597185,3793.097385,3928.921739,3184.689123,3469.165917,4160.684021,4359.77535,4586.897921,5305.190923,5105.262627,5368.42324,5825.129207,6073.336388,5968.300559
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,21865.55525,21675.70609,23814.22737,22380.3319,23496.36768,26889.42506,26870.28524,24226.88469,24971.57449,24678.39106,22416.42542,22449.33969,24288.27002,29627.92426,33797.16244,34768.1759,36470.21284,41557.62356,45515.96175,41737.76355,40676.06479,43846.46608,40870.85236,42602.71797,43068.54872,36652.92231,37062.53357,38781.04949,41557.85486,40494.89829
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,24623.84234,24947.26663,23370.90099,25089.6439,27238.07384,31691.75019,35940.7029,36440.38296,41762.53535,48365.74395,51432.28584,47410.66378,48167.4534,51786.59674,50156.85097,55560.25174,60125.77212,52726.74224,56834.06851,59328.17477,62576.98993,63383.19615
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,1492.855187,1654.933434,1730.924358,1871.168537,1860.460843,2008.332427,1972.601887,1859.270424,1964.643736,1973.66392,2088.209544,2152.52528,2165.48682,2195.187156,2155.78169,2256.011357,2298.636458,2344.403462,2420.749006,2598.403604,2760.01134,2885.441249,3023.585446,2920.700863,2928.448782,2891.322103,3022.653627,3320.354976,3623.329337,3699.081514
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,6055.060248,5349.452182,5390.536807,4109.898799,3832.093234,4419.790569,4948.753162,4514.993871,3705.817932,3758.161936,3991.157022,3844.561312,3976.646951,4724.25501,5483.144907,6570.962804,6873.454312,8036.920258,9732.227428,7325.909871,8399.596703,10273.79901,9348.515572,9250.081564,9255.368597,7090.45461,6722.198393,6975.695793,7694.906045,7523.862278
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,19095.467,19900.72665,20487.17079,18389.01957,19709.2381,23202.46158,24440.32814,26781.36217,28297.866,28786.95928,28290.9725,27886.79859,30079.66004,34479.39293,40390.78583,42131.6994,44536.61972,50435.37029,47429.93634,38821.17958,39693.19387,42150.69814,42485.58607,43449.09172,47447.58893,45071.07432,41146.07736,40621.33448,43306.3083,42747.08046
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,1614.640122,1314.67067,757.2235485,550.0155426,519.8575812,578.3446099,689.0594414,807.0322858,851.5259582,673.5434387,749.908535,801.9904139,853.5164537,1010.00798,1305.047486,1642.760938,1996.057129,2635.353882,3324.735879,2822.66743,3233.295943,4021.743306,4421.818242,4623.745725,4739.188338,4014.185944,4062.169888,4357.000936,4722.042423,4696.150586
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,381.2508376,416.3573876,394.9070373,358.4707604,319.5004587,370.731368,388.6449688,377.233058,399.7374075,402.5363179,253.3891282,263.1719784,297.0533431,357.8331205,405.4226482,477.6058413,884.9413127,1047.220763,1178.927868,1043.980468,1258.94923,1501.08385,1536.591848,2282.349905,1942.9051,1711.290666,1900.405937,1998.73798,2180.04157,2167.911589
Gibraltar,GIB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,419.6867849,455.7405329,480.756264,465.377727,465.8552261,494.5820719,503.5676678,482.4421848,448.9653141,423.4038109,359.2866735,335.0142986,343.9345856,392.8798343,405.6960507,321.3386362,452.2761597,657.9934744,712.0994167,670.2612588,667.2816043,644.5025446,707.9676808,757.6922692,774.569037,756.4255941,720.4732536,843.4642789,944.4172662,1043.899882
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,304.7073786,637.0940341,633.6815802,646.269564,619.0420726,632.7688433,663.1670734,610.1970555,619.5930395,583.404256,544.6220259,464.6383922,379.8628947,310.9571556,596.6289487,618.9605283,615.974477,725.0932469,857.8563071,772.1238036,796.630521,705.4779743,686.5582854,647.3853005,561.6491232,611.6713342,640.6766789,632.0011462,683.3243631,722.8747931
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,250.5898464,258.7400731,221.2460248,224.1574222,216.2411595,227.3200154,237.0847195,231.0229389,174.3624702,186.0352265,301.4955612,312.2535637,324.9699124,362.9061756,394.9958221,425.4718586,418.902099,480.4386207,583.2683601,543.5624962,542.2840598,683.5345133,598.5726713,616.1599585,605.1225831,585.9570106,642.6664064,718.2457991,781.6443091,730.6114487
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,240.8326654,229.5516268,268.6974838,261.5118834,186.6823987,252.9752974,399.0281672,730.4487499,588.6415831,948.2295985,1527.056378,2031.419386,2395.845119,3146.518575,5337.614389,9502.858816,11140.19017,13776.90333,19849.71777,14398.77049,14905.51343,18659.41705,18756.42642,17644.59516,16804.92595,9788.983771,8035.30787,8410.39725,8719.186217,7317.390189
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,9600.185235,10188.36978,11176.45842,10401.98301,11091.28385,12959.32429,13749.11511,13427.83251,13472.13761,13249.66332,12072.92936,12549.03689,14177.57216,18518.37884,21995.47794,22560.14729,24821.93675,28863.97329,32127.98319,29828.75602,26716.64883,25483.88256,21912.99829,21787.78776,21616.71001,18083.87791,17923.96681,18582.08934,19756.99046,19144.28439
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,2807.745444,3014.874886,3069.679775,3032.231462,3151.102165,3288.223318,3499.527349,3715.72059,4198.715561,4512.224618,4840.684064,4821.784995,4992.441407,5435.151806,5470.603315,6308.665042,6295.281172,6790.63408,7343.44527,6810.440318,6760.961244,6775.752501,6900.771786,7205.268384,7726.409657,8379.621847,8849.513535,9309.230667,9574.279873,9887.920742
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,18326.80512,18315.1963,18768.93014,16797.45886,18123.96303,21665.7019,21422.35754,19145.49604,20496.66137,20170.43842,19004.10729,19275.47334,20652.87833,27459.76278,32023.45221,32489.78191,35458.12312,39780.95144,44367.05565,44918.56488,43988.33249,47186.98147,45936.76595,47535.58995,50484.92757,44536.40131,48181.87419,50766.59942,54545.29998,53256.24409
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,845.3069621,1011.754966,1093.962908,1164.374025,1293.470198,1424.682543,1487.607658,1649.001602,1755.849582,1619.510736,1664.298958,1550.360366,1682.994501,1737.879287,1859.098363,2068.500129,2251.087963,2490.749127,2802.461962,2651.817123,2852.547327,3228.045741,3355.036919,3522.773706,3779.642336,3994.636913,4173.301666,4454.04815,4485.731255,4647.693347
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,20878.05958,21844.11054,23590.88803,25621.84516,25735.5397,26686.81682,28277.43208,29335.27768,30011.21858,30087.71559,31642.14626,32318.8909,33483.94144,34522.37793,35052.80791,35663.02504,35902.7259,37752.63308
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,530.8175214,468.3980223,501.4418045,607.7463433,721.6033895,826.9733705,936.0843257,991.9585514,948.2404227,916.5463808,938.893298,937.2981573,955.0302105,976.9934296,1036.019877,1085.784887,3138.082726,3609.907921,4011.387554,4213.816229,4589.873241,4960.004726,5461.390967,5576.24931,5495.376197,5668.429765,5905.380196,6220.978568,6094.908859,6477.296726
High income,HIC,GDP per capita (current US$),NY.GDP.PCAP.CD,18488.93496,19393.79708,20688.60391,20686.80217,22110.64585,24391.35716,24435.23604,23861.09975,23797.92447,24842.5977,25208.19982,24807.23997,25706.87179,28638.14086,31689.44777,33295.75444,34908.29433,37914.03568,40064.70323,37247.81297,38785.77844,41697.61947,41493.91585,41764.53623,42419.54493,39819.18787,40441.43896,42081.11098,44527.61041,44723.92894
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,13485.54489,15465.85886,17976.42938,20395.51737,22502.57974,23497.49231,24818.15455,27330.03335,25808.97095,25091.6666,25756.66378,25230.21633,24665.89,23977.01945,24928.10037,26649.7508,28224.21506,30594.01784,31515.66277,30697.34038,32549.99823,35142.48793,36730.8767,38403.77771,40315.28556,42431.88828,43733.91636,46160.42979,48537.56689,48356.0635
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,974.2294838,894.5102094,924.9596767,896.2836897,821.2161476,919.9379933,872.5818384,933.7557079,1009.162705,990.297834,1079.607485,1118.942702,1119.421413,1142.810823,1201.249154,1289.825991,1409.580345,1559.886044,1713.414358,1762.34916,1874.271704,2053.964255,2107.350831,2064.548406,2164.420219,2257.222712,2295.538079,2403.304451,2457.688921,2519.370194
Heavily indebted poor countries (HIPC),HPC,GDP per capita (current US$),NY.GDP.PCAP.CD,449.687088,475.1515404,347.5652992,349.509316,288.1286189,326.8770795,344.4195302,348.9300246,359.2271329,351.0590513,370.7505318,350.8854187,366.8660072,403.6261043,452.1736526,505.0758421,578.631167,674.6707493,780.611625,766.5692647,823.6662889,898.5317902,905.2461908,979.6380194,1011.662918,953.1767609,973.2160945,1049.363575,972.3160176,978.4946479
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,4901.206434,5267.571461,5298.803758,5677.704886,5236.21928,4880.568982,5409.652194,6295.715208,8138.428109,9760.13086,10634.23578,11810.053,14069.34801,16461.28913,14708.88091,14124.81084,14812.86947,13443.13523,13871.3299,13784.47836,11952.31118,12552.25538,13655.81594,15244.43105,15331.88305
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,447.0962904,491.581314,313.2376603,255.6852821,289.5455311,368.8470858,374.168937,421.8403378,461.9721216,506.0014864,814.9993042,743.9102325,699.4287702,547.7409647,673.6558974,788.4266352,811.3397497,1010.820405,1095.034452,1191.804156,1204.862304,1306.84613,1356.172882,1452.312144,1453.917477,1404.155214,1305.571297,1384.038372,1494.224962,1324.844005
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,,3350.258323,3735.10582,3873.987723,4173.373024,4494.707624,4525.039103,4596.182622,4744.212264,4793.478522,4624.281657,5276.033189,6655.333009,8419.430871,10301.70339,11223.3993,11489.56087,13940.90928,15772.33008,13077.30547,13217.5046,14234.47158,12984.83657,13715.07036,14294.25842,12717.0386,13104.69955,14621.2396,16425.1013,16782.95246
IBRD only,IBD,GDP per capita (current US$),NY.GDP.PCAP.CD,1028.890774,980.4146541,1015.482936,1074.869421,1171.010692,1310.926737,1411.933927,1476.945113,1415.110162,1360.827289,1463.132234,1463.844837,1469.368378,1633.81157,1926.138165,2278.464748,2674.430186,3288.895512,3908.185859,3752.979231,4520.727179,5298.168313,5571.16912,5814.995929,5949.805668,5517.283336,5507.232725,6023.292324,6352.347013,6435.953319
IDA & IBRD total,IBT,GDP per capita (current US$),NY.GDP.PCAP.CD,912.4074476,874.2400589,891.2497506,933.2765005,1006.298443,1125.213109,1211.643441,1262.675821,1211.416144,1167.270821,1253.720145,1249.877312,1256.898255,1392.202647,1634.675265,1924.448762,2253.550129,2749.169891,3254.993772,3122.413191,3731.598434,4310.451192,4516.541531,4711.139152,4821.935644,4471.99645,4455.815489,4838.502342,5076.592986,5125.9788
IDA total,IDA,GDP per capita (current US$),NY.GDP.PCAP.CD,435.3285917,443.8844273,392.4894154,371.2962711,359.6025998,404.522443,443.7176612,450.2436582,448.2921666,451.26926,489.0904473,478.7327455,502.1701196,545.4825731,626.4070979,715.4375893,835.6226873,954.8655322,1111.902979,1080.77663,1211.837124,1198.582878,1233.801891,1312.287658,1385.835106,1321.784444,1324.751323,1355.171234,1376.901602,1382.250359
IDA blend,IDB,GDP per capita (current US$),NY.GDP.PCAP.CD,514.373933,501.923483,491.2682284,430.5380334,421.2022117,480.7881845,516.504315,513.6074585,494.0208019,502.9094629,557.3761309,538.3444749,582.978617,640.7860145,760.5112269,888.8836023,1093.289936,1231.020709,1421.069868,1315.122967,1511.891127,1698.70039,1833.192454,1953.690169,2083.183745,1930.460187,1818.404972,1751.50761,1874.947566,1827.168474
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,582.6789678,629.1606798,678.977737,824.079149,907.4717857,1020.146681,1129.09271,1054.347358,459.1918631,663.5232299,770.8653516,739.0039465,888.9013897,1052.413199,1136.755211,1249.397689,1572.797934,1840.329927,2144.389544,2239.095265,3094.44309,3613.800902,3668.21207,3602.885517,3476.624853,3322.581688,3558.818852,3839.785069,3902.661668,4151.227543
IDA only,IDX,GDP per capita (current US$),NY.GDP.PCAP.CD,396.1653358,416.0077204,342.3988478,342.2766565,329.2635892,366.6622401,407.832952,419.2959004,426.6168204,426.415144,455.4556721,449.5331678,461.7808349,497.7279278,558.5795194,627.3190427,703.7563645,813.8063639,953.9733441,961.1384763,1058.117317,941.0873253,925.035895,982.1551232,1027.352149,1009.709289,1073.49641,1155.206643,1125.361424,1159.353384
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,12802.12268,14212.16519,16223.65015,18753.04013,20991.6231,20693.83817,21716.94604,25230.07556,29877.95876,35872.72612,38184.22212,42661.55624,55069.05598,72300.46167,66177.21351,70622.91464,77843.49,79332.27156,83199.61956,91885.60779,84759.34595,82045.43884,83507.79761,89429.65459,87157.47146
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,368.7497594,303.850438,317.5591355,301.5011949,346.2273931,373.6282803,399.5775035,414.8988696,412.509511,440.9614546,442.0347789,449.9111249,468.8444283,543.8437989,624.1050944,710.5093449,802.013742,1022.731629,993.5037725,1096.63498,1350.634322,1449.601789,1434.018198,1438.05748,1559.864518,1590.173918,1714.280355,1957.968841,1974.377788,2047.232704
Not classified,INX,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,14031.30257,14087.20744,15714.38475,14657.06155,15902.92968,19158.45648,20835.89771,22551.11391,24294.85477,26338.10775,26334.56721,28282.40988,32705.43456,41203.52958,47754.20232,50933.02161,54329.16186,61396.41746,61353.10656,52133.09062,48663.60044,52183.13293,49054.69743,51546.35476,55643.05943,62053.98444,62895.91112,69970.94891,79250.38785,80927.07467
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,2237.052261,,,1066.741938,1197.642146,1585.977937,1954.660752,1823.274514,1737.700033,1765.783643,1672.022877,1902.947639,1910.477134,2259.51632,2751.793042,3226.613971,3736.177793,4838.003556,5623.911681,5602.556282,6458.573936,8201.581709,8329.002044,6280.681858,5757.543337,4990.936798,5497.243227,5758.59072,3873.99534,3277.875596
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,10216.56881,22.85037052,30.11431551,53.480235,197.1224266,615.5003718,482.1636186,929.8764466,894.3290943,1548.298284,1963.722839,1422.831339,1254.162045,809.845684,1314.762559,1740.66833,2253.547113,3099.59197,4504.508094,3686.402133,4430.426242,5736.898959,6437.503076,6612.902252,6215.986033,4416.943049,4305.202702,4725.193573,5601.467061,5621.181695
Iceland,ISL,GDP per capita (current US$),NY.GDP.PCAP.CD,25384.91502,26802.98952,27124.27454,23579.79536,24018.6314,26633.59138,27614.87703,27919.1855,31030.0536,32381.62524,32096.37226,28897.44394,32409.21615,39476.69785,47334.93065,56794.85016,57492.93425,69495.72674,56943.37045,41301.27322,43237.07295,47714.59223,45995.54788,49804.983,54576.74481,52951.68151,61987.92636,72010.14903,74461.48,68853.71522
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,18916.67362,20116.98187,20366.58291,20106.63075,19742.52039,21630.74761,20909.43036,19035.10241,19627.17549,20557.07863,21223.93559,22494.64209,25633.64322,30173.36159,28317.04084,31266.60532,34354.71612,33156.22832,36941.84236,38259.6811,36206.52222,37690.47395,41114.78171,42406.84543,44452.23256
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,20825.78422,21956.52977,23243.47453,18738.7639,19337.6309,20664.55227,23081.60468,21829.34582,22318.1373,22005.05454,20137.59122,20500.9544,22376.2979,27526.32246,31317.20079,32055.09208,33529.7266,37870.74751,40944.91242,37226.75719,36035.645,38649.63948,35051.52127,35560.08141,35565.72138,30242.38614,30960.73151,32406.72032,34622.16967,33673.75096
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,1919.802037,1702.498179,1452.188387,2212.251978,2194.91341,2621.183238,2919.144486,3287.743691,3410.42776,3423.010104,3447.303896,3502.209311,3683.896533,3557.198989,3819.284231,4200.389966,4435.56861,4738.447175,5056.258245,4452.121812,4835.793638,5259.929487,5365.242293,5143.721312,4991.565519,5077.550622,5022.704717,5273.150744,5594.493935,5626.171177
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,1195.247447,1184.888485,1373.449448,1375.450254,1457.703132,1509.040549,1503.143967,1530.703844,1633.280882,1646.192662,1673.358125,1738.342156,1816.406493,1889.437839,2062.69597,2216.945182,2478.291944,2643.168439,3415.965057,3618.892627,3914.701234,4152.493982,4386.461816,4477.618326,4255.89431,4064.253016,4003.404749,4073.116404,4146.407296,4205.563654
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,25371.46417,28915.0082,31414.98464,35681.96394,39933.51506,44197.6191,39150.03963,35638.23196,32423.75561,36610.16832,39169.35957,34406.18246,32820.79364,35387.03742,38298.98017,37812.89502,35991.546,35779.02454,39876.30397,41308.99684,44968.15623,48760.07895,49145.28043,40898.6479,38475.39525,34960.63938,39375.47316,38834.05293,39727.1166,40458.00188
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1647.463243,1514.923094,1515.737659,1429.078177,1316.183629,1288.188519,1350.30567,1445.503237,1468.669291,1130.117844,1229.001247,1490.92709,1658.030785,2068.123979,2874.288483,3771.278957,5291.575305,6771.414797,8458.017154,7165.223175,9070.488253,11634.0012,12386.69927,13890.63096,12807.26069,10510.77189,7714.841844,9247.581331,9812.626371,9812.595808
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,370.100147,340.8060421,332.9502514,226.5212832,273.5216728,336.5655656,436.1954516,462.4048675,483.7086323,430.3673639,411.8215792,408.3606087,401.092584,441.3914117,462.6182158,522.7769025,699.4000778,840.1916319,915.9989157,1049.121794,1093.638961,1099.315094,1289.780822,1376.828869,1489.919111,1496.652856,1562.076142,1675.973916,1845.78294,1970.105143
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,609.1728912,575.6439745,513.0359437,449.0657902,372.30781,364.2264974,394.8601215,376.4296133,345.1381316,258.0492288,279.6195693,308.4096116,321.7270332,380.5064324,433.2349766,476.55213,543.1107024,721.7686908,966.3936272,871.2243893,880.0377751,1123.883168,1177.974735,1282.437162,1279.769783,1121.082835,1120.666513,1242.769643,1308.140165,1374.032105
